synset,property,gpt3_answer,human_review,require_cookable/overcookable_temperature,value_cook(C),value_overcook(C),source1,source2,comment
basil.n.03,fireSource,1,0,FALSE,,,,,
basil.n.03,cookable,0,1,TRUE,58,UNKNOWN,"https://www.webstaurantstore.com/article/29/following-food-safety-temperatures.html#:~:text=Cook%20to%20135%20degrees%20Fahrenheit,Vegetables",,
basil.n.03,coldSource,0,0,FALSE,,,,,
basil.n.03,sliceable,0,0,FALSE,,,,,
basil.n.03,slicer,0,0,FALSE,,,,,
basil.n.03,soakable,0,0,FALSE,,,,,
celery.n.02,liquid,0,0,FALSE,,,,,
celery.n.02,heatSource,0,0,FALSE,,,,,
celery.n.02,fireSource,1,0,FALSE,,,,,
celery.n.02,cookable,0,1,TRUE,58,UNKNOWN,"https://www.webstaurantstore.com/article/29/following-food-safety-temperatures.html#:~:text=Cook%20to%20135%20degrees%20Fahrenheit,Vegetables",,
celery.n.02,coldSource,0,0,FALSE,,,,,
celery.n.02,sliceable,0,1,FALSE,,,,,
celery.n.02,slicer,0,0,FALSE,,,,,
celery.n.02,soakable,0,0,FALSE,,,,,
cupcake.n.01,liquid,0,0,FALSE,,,,,
cupcake.n.01,heatSource,0,0,FALSE,,,,,
cupcake.n.01,fireSource,1,0,FALSE,,,,,
cupcake.n.01,cookable,0,0,FALSE,,,,,
cupcake.n.01,coldSource,0,0,FALSE,,,,,
cupcake.n.01,sliceable,0,1,FALSE,,,,,
cupcake.n.01,slicer,1,0,FALSE,,,,,
cupcake.n.01,soakable,0,0,FALSE,,,,,
green_onion.n.01,liquid,0,0,FALSE,,,,,
green_onion.n.01,heatSource,0,0,FALSE,,,,,
green_onion.n.01,fireSource,0,0,FALSE,,,,,
green_onion.n.01,cookable,0,1,TRUE,58,UNKNOWN,"https://www.webstaurantstore.com/article/29/following-food-safety-temperatures.html#:~:text=Cook%20to%20135%20degrees%20Fahrenheit,Vegetables",,
green_onion.n.01,coldSource,0,0,FALSE,,,,,
green_onion.n.01,sliceable,0,1,FALSE,,,,,
green_onion.n.01,slicer,0,0,FALSE,,,,,
green_onion.n.01,soakable,0,0,FALSE,,,,,
guacamole.n.01,liquid,0,0,FALSE,,,,,
guacamole.n.01,heatSource,0,0,FALSE,,,,,
guacamole.n.01,fireSource,0,0,FALSE,,,,,
guacamole.n.01,cookable,0,1,TRUE,Guac is not cooked!,UNKNOWN,,,
guacamole.n.01,coldSource,0,0,FALSE,,,,,
guacamole.n.01,sliceable,0,0,FALSE,,,,,
guacamole.n.01,slicer,0,0,FALSE,,,,,
guacamole.n.01,soakable,0,0,FALSE,,,,,
lasagna.n.01,liquid,0,0,FALSE,,,,,
lasagna.n.01,heatSource,0,0,FALSE,,,,,
lasagna.n.01,fireSource,1,0,FALSE,,,,,
lasagna.n.01,cookable,0,1,TRUE,74,UNKNOWN,https://www.amicis.com/lasagna-cooking-instructions,,
lasagna.n.01,coldSource,1,0,FALSE,,,,,
lasagna.n.01,sliceable,0,0,FALSE,,,,,
lasagna.n.01,slicer,0,0,FALSE,,,,,
lasagna.n.01,soakable,0,0,FALSE,,,,,
mayonnaise.n.01,liquid,1,1,FALSE,,,,,
mayonnaise.n.01,heatSource,0,0,FALSE,,,,,
mayonnaise.n.01,fireSource,0,0,FALSE,,,,,
mayonnaise.n.01,cookable,0,1,TRUE,N/A,UNKNOWN,,,Mayo is generally directly eaten
mayonnaise.n.01,coldSource,1,0,FALSE,,,,,
mayonnaise.n.01,sliceable,0,0,FALSE,,,,,
mayonnaise.n.01,slicer,0,0,FALSE,,,,,
mayonnaise.n.01,soakable,0,0,FALSE,,,,,
mousetrap.n.01,liquid,0,0,FALSE,,,,,
mousetrap.n.01,heatSource,0,0,FALSE,,,,,
mousetrap.n.01,fireSource,0,0,FALSE,,,,,
mousetrap.n.01,cookable,0,0,FALSE,,,,,
mousetrap.n.01,coldSource,0,0,FALSE,,,,,
mousetrap.n.01,sliceable,0,0,FALSE,,,,,
mousetrap.n.01,slicer,1,0,FALSE,,,,,
mousetrap.n.01,soakable,0,0,FALSE,,,,,
pretzel.n.01,liquid,0,0,FALSE,,,,,
pretzel.n.01,heatSource,0,0,FALSE,,,,,
pretzel.n.01,fireSource,0,0,FALSE,,,,,
pretzel.n.01,cookable,0,0,FALSE,,,,,
pretzel.n.01,coldSource,0,0,FALSE,,,,,
pretzel.n.01,sliceable,0,1,FALSE,,,,,
pretzel.n.01,slicer,1,0,FALSE,,,,,
pretzel.n.01,soakable,0,0,FALSE,,,,,
prosciutto.n.01,liquid,0,0,FALSE,,,,,
prosciutto.n.01,heatSource,0,0,FALSE,,,,,
prosciutto.n.01,fireSource,0,0,FALSE,,,,,
prosciutto.n.01,cookable,0,1,TRUE,N/A,UNKNOWN,,,
prosciutto.n.01,coldSource,0,0,FALSE,,,,,
prosciutto.n.01,sliceable,0,1,FALSE,,,,,
prosciutto.n.01,slicer,1,0,FALSE,,,,,
prosciutto.n.01,soakable,0,0,FALSE,,,,,
razor.n.01,liquid,0,0,FALSE,,,,,
razor.n.01,heatSource,0,0,FALSE,,,,,
razor.n.01,fireSource,0,0,FALSE,,,,,
razor.n.01,cookable,0,0,FALSE,,,,,
razor.n.01,coldSource,0,0,FALSE,,,,,
razor.n.01,sliceable,0,0,FALSE,,,,,
razor.n.01,slicer,1,1,FALSE,,,,,
razor.n.01,soakable,0,0,FALSE,,,,,
sunscreen.n.01,liquid,0,1,FALSE,,,,,
sunscreen.n.01,heatSource,0,0,FALSE,,,,,
sunscreen.n.01,fireSource,0,0,FALSE,,,,,
sunscreen.n.01,cookable,0,0,FALSE,,,,,
sunscreen.n.01,coldSource,0,0,FALSE,,,,,
sunscreen.n.01,sliceable,0,0,FALSE,,,,,
sunscreen.n.01,slicer,0,0,FALSE,,,,,
sunscreen.n.01,soakable,0,0,FALSE,,,,,
tinsel.n.02,liquid,0,0,FALSE,,,,,
tinsel.n.02,heatSource,0,0,FALSE,,,,,
tinsel.n.02,fireSource,0,0,FALSE,,,,,
tinsel.n.02,cookable,0,0,FALSE,,,,,
tinsel.n.02,coldSource,0,0,FALSE,,,,,
tinsel.n.02,sliceable,0,0,FALSE,,,,,
tinsel.n.02,slicer,0,0,FALSE,,,,,
tinsel.n.02,soakable,0,0,FALSE,,,,,
christmas_tree.n.05,liquid,0,0,FALSE,,,,,
christmas_tree.n.05,heatSource,0,0,FALSE,,,,,
christmas_tree.n.05,fireSource,0,1,FALSE,,,,,
christmas_tree.n.05,cookable,0,0,FALSE,,,,,
christmas_tree.n.05,coldSource,0,0,FALSE,,,,,
christmas_tree.n.05,sliceable,0,0,FALSE,,,,,
christmas_tree.n.05,slicer,0,0,FALSE,,,,,
christmas_tree.n.05,soakable,0,0,FALSE,,,,,
vinegar.n.01,liquid,1,1,FALSE,,,,,
vinegar.n.01,heatSource,0,0,FALSE,,,,,
vinegar.n.01,fireSource,0,0,FALSE,,,,,
vinegar.n.01,cookable,0,1,TRUE,N/A,UNKNOWN,,,
vinegar.n.01,coldSource,0,0,FALSE,,,,,
vinegar.n.01,sliceable,0,0,FALSE,,,,,
vinegar.n.01,slicer,0,0,FALSE,,,,,
vinegar.n.01,soakable,0,0,FALSE,,,,,
alarm.n.02,liquid,0,0,FALSE,,,,,
alarm.n.02,heatSource,0,0,FALSE,,,,,
alarm.n.02,fireSource,0,0,FALSE,,,,,
alarm.n.02,cookable,0,0,FALSE,,,,,
alarm.n.02,coldSource,0,0,FALSE,,,,,
alarm.n.02,sliceable,0,0,FALSE,,,,,
alarm.n.02,slicer,1,0,FALSE,,,,,
alarm.n.02,soakable,0,0,FALSE,,,,,
cologne.n.02,liquid,1,1,FALSE,,,,,
cologne.n.02,heatSource,0,0,FALSE,,,,,
cologne.n.02,fireSource,0,0,FALSE,,,,,
cologne.n.02,cookable,0,0,FALSE,,,,,
cologne.n.02,coldSource,1,0,FALSE,,,,,
cologne.n.02,sliceable,0,0,FALSE,,,,,
cologne.n.02,slicer,1,0,FALSE,,,,,
cologne.n.02,soakable,0,0,FALSE,,,,,
comb.n.01,liquid,0,0,FALSE,,,,,
comb.n.01,heatSource,0,0,FALSE,,,,,
comb.n.01,fireSource,0,0,FALSE,,,,,
comb.n.01,cookable,0,0,FALSE,,,,,
comb.n.01,coldSource,0,0,FALSE,,,,,
comb.n.01,sliceable,0,0,FALSE,,,,,
comb.n.01,slicer,1,0,FALSE,,,,,
comb.n.01,soakable,0,0,FALSE,,,,,
dental_floss.n.01,liquid,0,0,FALSE,,,,,
dental_floss.n.01,heatSource,0,0,FALSE,,,,,
dental_floss.n.01,fireSource,0,0,FALSE,,,,,
dental_floss.n.01,cookable,0,0,FALSE,,,,,
dental_floss.n.01,coldSource,0,0,FALSE,,,,,
dental_floss.n.01,sliceable,0,0,FALSE,,,,,
dental_floss.n.01,slicer,1,1,FALSE,,,,,
dental_floss.n.01,soakable,1,0,FALSE,,,,,
document.n.01,liquid,0,0,FALSE,,,,,
document.n.01,heatSource,0,0,FALSE,,,,,
document.n.01,fireSource,0,0,FALSE,,,,,
document.n.01,cookable,0,0,FALSE,,,,,
document.n.01,coldSource,1,0,FALSE,,,,,
document.n.01,sliceable,0,0,FALSE,,,,,
document.n.01,slicer,1,0,FALSE,,,,,
document.n.01,soakable,1,1,FALSE,,,,,
duffel_bag.n.01,liquid,0,0,FALSE,,,,,
duffel_bag.n.01,heatSource,0,0,FALSE,,,,,
duffel_bag.n.01,fireSource,0,0,FALSE,,,,,
duffel_bag.n.01,cookable,0,0,FALSE,,,,,
duffel_bag.n.01,coldSource,0,0,FALSE,,,,,
duffel_bag.n.01,sliceable,0,0,FALSE,,,,,
duffel_bag.n.01,slicer,0,0,FALSE,,,,,
duffel_bag.n.01,soakable,0,1,FALSE,,,,,
facsimile.n.02,liquid,0,0,FALSE,,,,,
facsimile.n.02,heatSource,0,0,FALSE,,,,,
facsimile.n.02,fireSource,0,0,FALSE,,,,,
facsimile.n.02,cookable,0,0,FALSE,,,,,
facsimile.n.02,coldSource,0,0,FALSE,,,,,
facsimile.n.02,sliceable,0,0,FALSE,,,,,
facsimile.n.02,slicer,1,0,FALSE,,,,,
facsimile.n.02,soakable,0,1,FALSE,,,,,
gingerbread.n.01,liquid,0,0,FALSE,,,,,
gingerbread.n.01,heatSource,0,0,FALSE,,,,,
gingerbread.n.01,fireSource,1,0,FALSE,,,,,
gingerbread.n.01,cookable,0,1,TRUE,175,UNKNOWN,https://sugarspunrun.com/gingerbread/,,
gingerbread.n.01,coldSource,1,0,FALSE,,,,,
gingerbread.n.01,sliceable,0,1,FALSE,,,,,
gingerbread.n.01,slicer,1,0,FALSE,,,,,
gingerbread.n.01,soakable,0,1,FALSE,,,,,
lipstick.n.01,liquid,0,0,FALSE,,,,,
lipstick.n.01,heatSource,0,0,FALSE,,,,,
lipstick.n.01,fireSource,0,0,FALSE,,,,,
lipstick.n.01,cookable,0,0,FALSE,,,,,
lipstick.n.01,coldSource,1,0,FALSE,,,,,
lipstick.n.01,sliceable,0,1,FALSE,,,,,
lipstick.n.01,slicer,0,0,FALSE,,,,,
lipstick.n.01,soakable,0,0,FALSE,,,,,
lollipop.n.02,liquid,0,0,FALSE,,,,,
lollipop.n.02,heatSource,0,0,FALSE,,,,,
lollipop.n.02,fireSource,0,0,FALSE,,,,,
lollipop.n.02,cookable,0,0,FALSE,,,,,
lollipop.n.02,coldSource,0,0,FALSE,,,,,
lollipop.n.02,sliceable,0,0,FALSE,,,,,
lollipop.n.02,slicer,1,0,FALSE,,,,,
lollipop.n.02,soakable,0,0,FALSE,,,,,
modem.n.01,liquid,0,0,FALSE,,,,,
modem.n.01,heatSource,0,0,FALSE,,,,,
modem.n.01,fireSource,0,0,FALSE,,,,,
modem.n.01,cookable,0,0,FALSE,,,,,
modem.n.01,coldSource,0,0,FALSE,,,,,
modem.n.01,sliceable,0,0,FALSE,,,,,
modem.n.01,slicer,1,0,FALSE,,,,,
modem.n.01,soakable,0,0,FALSE,,,,,
printer.n.03,liquid,0,0,FALSE,,,,,
printer.n.03,heatSource,0,0,FALSE,,,,,
printer.n.03,fireSource,0,0,FALSE,,,,,
printer.n.03,cookable,0,0,FALSE,,,,,
printer.n.03,coldSource,0,0,FALSE,,,,,
printer.n.03,sliceable,0,0,FALSE,,,,,
printer.n.03,slicer,1,0,FALSE,,,,,
printer.n.03,soakable,0,0,FALSE,,,,,
saw.n.02,liquid,0,0,FALSE,,,,,
saw.n.02,heatSource,0,0,FALSE,,,,,
saw.n.02,fireSource,0,0,FALSE,,,,,
saw.n.02,cookable,0,0,FALSE,,,,,
saw.n.02,coldSource,0,0,FALSE,,,,,
saw.n.02,sliceable,0,0,FALSE,,,,,
saw.n.02,slicer,1,1,FALSE,,,,,
saw.n.02,soakable,0,0,FALSE,,,,,
scanner.n.02,liquid,0,0,FALSE,,,,,
scanner.n.02,heatSource,0,0,FALSE,,,,,
scanner.n.02,fireSource,0,0,FALSE,,,,,
scanner.n.02,cookable,0,0,FALSE,,,,,
scanner.n.02,coldSource,0,0,FALSE,,,,,
scanner.n.02,sliceable,0,0,FALSE,,,,,
scanner.n.02,slicer,1,0,FALSE,,,,,
scanner.n.02,soakable,0,0,FALSE,,,,,
stocking.n.01,liquid,0,0,FALSE,,,,,
stocking.n.01,heatSource,0,0,FALSE,,,,,
stocking.n.01,fireSource,0,0,FALSE,,,,,
stocking.n.01,cookable,0,0,FALSE,,,,,
stocking.n.01,coldSource,0,0,FALSE,,,,,
stocking.n.01,sliceable,0,0,FALSE,,,,,
stocking.n.01,slicer,0,0,FALSE,,,,,
stocking.n.01,soakable,0,1,FALSE,,,,,
toothpaste.n.01,liquid,0,0,FALSE,,,,,
toothpaste.n.01,heatSource,0,0,FALSE,,,,,
toothpaste.n.01,fireSource,0,0,FALSE,,,,,
toothpaste.n.01,cookable,0,0,FALSE,,,,,
toothpaste.n.01,coldSource,1,0,FALSE,,,,,
toothpaste.n.01,sliceable,0,0,FALSE,,,,,
toothpaste.n.01,slicer,0,0,FALSE,,,,,
toothpaste.n.01,soakable,0,0,FALSE,,,,,
watch.n.01,liquid,0,0,FALSE,,,,,
watch.n.01,heatSource,0,0,FALSE,,,,,
watch.n.01,fireSource,0,0,FALSE,,,,,
watch.n.01,cookable,0,0,FALSE,,,,,
watch.n.01,coldSource,0,0,FALSE,,,,,
watch.n.01,sliceable,0,0,FALSE,,,,,
watch.n.01,slicer,1,0,FALSE,,,,,
watch.n.01,soakable,0,0,FALSE,,,,,
carton.n.02,liquid,0,0,FALSE,,,,,
carton.n.02,heatSource,0,0,FALSE,,,,,
carton.n.02,fireSource,0,1,FALSE,,,,,
carton.n.02,cookable,0,0,FALSE,,,,,
carton.n.02,coldSource,1,0,FALSE,,,,,
carton.n.02,sliceable,0,0,FALSE,,,,,
carton.n.02,slicer,1,0,FALSE,,,,,
carton.n.02,soakable,1,1,FALSE,,,,,
briefcase.n.01,liquid,0,0,FALSE,,,,,
briefcase.n.01,heatSource,0,0,FALSE,,,,,
briefcase.n.01,fireSource,0,0,FALSE,,,,,
briefcase.n.01,cookable,0,0,FALSE,,,,,
briefcase.n.01,coldSource,0,0,FALSE,,,,,
briefcase.n.01,sliceable,0,0,FALSE,,,,,
briefcase.n.01,slicer,1,0,FALSE,,,,,
briefcase.n.01,soakable,0,0,FALSE,,,,,
tea_bag.n.01,liquid,0,0,FALSE,,,,,
tea_bag.n.01,heatSource,0,0,FALSE,,,,,
tea_bag.n.01,fireSource,0,0,FALSE,,,,,
tea_bag.n.01,cookable,0,1,TRUE,100,UNKNOWN,https://whatscookingamerica.net/elleneaston/brewperfecttea.htm,,Assuning using boiled water
tea_bag.n.01,coldSource,0,0,FALSE,,,,,
tea_bag.n.01,sliceable,0,0,FALSE,,,,,
tea_bag.n.01,slicer,0,0,FALSE,,,,,
tea_bag.n.01,soakable,0,1,FALSE,,,,,
shoulder_bag.n.01,liquid,0,0,FALSE,,,,,
shoulder_bag.n.01,heatSource,0,0,FALSE,,,,,
shoulder_bag.n.01,fireSource,0,0,FALSE,,,,,
shoulder_bag.n.01,cookable,0,0,FALSE,,,,,
shoulder_bag.n.01,coldSource,0,0,FALSE,,,,,
shoulder_bag.n.01,sliceable,0,0,FALSE,,,,,
shoulder_bag.n.01,slicer,0,0,FALSE,,,,,
shoulder_bag.n.01,soakable,0,1,FALSE,,,,,
sack.n.01,liquid,0,0,FALSE,,,,,
sack.n.01,heatSource,0,0,FALSE,,,,,
sack.n.01,fireSource,0,0,FALSE,,,,,
sack.n.01,cookable,0,0,FALSE,,,,,
sack.n.01,coldSource,0,0,FALSE,,,,,
sack.n.01,sliceable,0,0,FALSE,,,,,
sack.n.01,slicer,1,0,FALSE,,,,,
sack.n.01,soakable,1,0,FALSE,,,,,
backpack.n.01,liquid,0,0,FALSE,,,,,
backpack.n.01,heatSource,0,0,FALSE,,,,,
backpack.n.01,fireSource,0,0,FALSE,,,,,
backpack.n.01,cookable,0,0,FALSE,,,,,
backpack.n.01,coldSource,0,0,FALSE,,,,,
backpack.n.01,sliceable,0,0,FALSE,,,,,
backpack.n.01,slicer,0,0,FALSE,,,,,
backpack.n.01,soakable,0,1,FALSE,,,,,
ink.n.01,liquid,1,1,FALSE,,,,,
ink.n.01,heatSource,0,0,FALSE,,,,,
ink.n.01,fireSource,0,0,FALSE,,,,,
ink.n.01,cookable,0,0,FALSE,,,,,
ink.n.01,coldSource,1,0,FALSE,,,,,
ink.n.01,sliceable,0,0,FALSE,,,,,
ink.n.01,slicer,0,0,FALSE,,,,,
ink.n.01,soakable,0,0,FALSE,,,,,
fireplace.n.01,liquid,0,0,FALSE,,,,,
fireplace.n.01,heatSource,1,1,FALSE,,,,,
fireplace.n.01,fireSource,0,0,FALSE,,,,,
fireplace.n.01,cookable,0,0,FALSE,,,,,
fireplace.n.01,coldSource,0,0,FALSE,,,,,
fireplace.n.01,sliceable,0,0,FALSE,,,,,
fireplace.n.01,slicer,1,0,FALSE,,,,,
fireplace.n.01,soakable,0,0,FALSE,,,,,
knob.n.02,liquid,0,0,FALSE,,,,,
knob.n.02,heatSource,0,0,FALSE,,,,,
knob.n.02,fireSource,0,0,FALSE,,,,,
knob.n.02,cookable,0,0,FALSE,,,,,
knob.n.02,coldSource,0,0,FALSE,,,,,
knob.n.02,sliceable,0,0,FALSE,,,,,
knob.n.02,slicer,1,0,FALSE,,,,,
knob.n.02,soakable,0,0,FALSE,,,,,
pastry.n.01,liquid,0,0,FALSE,,,,,
pastry.n.01,heatSource,0,0,FALSE,,,,,
pastry.n.01,fireSource,1,0,FALSE,,,,,
pastry.n.01,cookable,0,1,TRUE,204,UNKNOWN,https://sallysbakingaddiction.com/danish-pastry-dough/,,
pastry.n.01,coldSource,0,0,FALSE,,,,,
pastry.n.01,sliceable,0,1,FALSE,,,,,
pastry.n.01,slicer,1,0,FALSE,,,,,
pastry.n.01,soakable,1,1,FALSE,,,,,
pliers.n.01,liquid,0,0,FALSE,,,,,
pliers.n.01,heatSource,0,0,FALSE,,,,,
pliers.n.01,fireSource,0,0,FALSE,,,,,
pliers.n.01,cookable,0,0,FALSE,,,,,
pliers.n.01,coldSource,0,0,FALSE,,,,,
pliers.n.01,sliceable,0,0,FALSE,,,,,
pliers.n.01,slicer,1,1,FALSE,,,,,
pliers.n.01,soakable,1,0,FALSE,,,,,
rope.n.01,liquid,0,0,FALSE,,,,,
rope.n.01,heatSource,0,0,FALSE,,,,,
rope.n.01,fireSource,0,0,FALSE,,,,,
rope.n.01,cookable,0,0,FALSE,,,,,
rope.n.01,coldSource,0,0,FALSE,,,,,
rope.n.01,sliceable,0,1,FALSE,,,,,
rope.n.01,slicer,1,0,FALSE,,,,,
rope.n.01,soakable,0,0,FALSE,,,,,
shorts.n.01,liquid,0,0,FALSE,,,,,
shorts.n.01,heatSource,0,0,FALSE,,,,,
shorts.n.01,fireSource,0,0,FALSE,,,,,
shorts.n.01,cookable,0,0,FALSE,,,,,
shorts.n.01,coldSource,0,0,FALSE,,,,,
shorts.n.01,sliceable,0,0,FALSE,,,,,
shorts.n.01,slicer,0,0,FALSE,,,,,
shorts.n.01,soakable,1,1,FALSE,,,,,
squash.n.02,liquid,0,0,FALSE,,,,,
squash.n.02,heatSource,0,0,FALSE,,,,,
squash.n.02,fireSource,1,0,FALSE,,,,,
squash.n.02,cookable,0,1,TRUE,58,UNKNOWN,"https://www.webstaurantstore.com/article/29/following-food-safety-temperatures.html#:~:text=Cook%20to%20135%20degrees%20Fahrenheit,Vegetables",,
squash.n.02,coldSource,0,0,FALSE,,,,,
squash.n.02,sliceable,0,1,FALSE,,,,,
squash.n.02,slicer,1,0,FALSE,,,,,
squash.n.02,soakable,0,0,FALSE,,,,,
stew.n.02,liquid,0,0,FALSE,,,,,
stew.n.02,heatSource,0,0,FALSE,,,,,
stew.n.02,fireSource,1,1,FALSE,,,,,
stew.n.02,cookable,0,1,TRUE,100,UNKNOWN,https://cooking.nytimes.com/recipes/4735-old-fashioned-beef-stew,,
stew.n.02,coldSource,1,0,FALSE,,,,,
stew.n.02,sliceable,0,0,FALSE,,,,,
stew.n.02,slicer,0,0,FALSE,,,,,
stew.n.02,soakable,0,0,FALSE,,,,,
sticker.n.02,liquid,0,0,FALSE,,,,,
sticker.n.02,heatSource,0,0,FALSE,,,,,
sticker.n.02,fireSource,0,0,FALSE,,,,,
sticker.n.02,cookable,0,0,FALSE,,,,,
sticker.n.02,coldSource,0,0,FALSE,,,,,
sticker.n.02,sliceable,0,0,FALSE,,,,,
sticker.n.02,slicer,1,0,FALSE,,,,,
sticker.n.02,soakable,0,0,FALSE,,,,,
timer.n.03,liquid,0,0,FALSE,,,,,
timer.n.03,heatSource,0,0,FALSE,,,,,
timer.n.03,fireSource,0,0,FALSE,,,,,
timer.n.03,cookable,0,0,FALSE,,,,,
timer.n.03,coldSource,0,0,FALSE,,,,,
timer.n.03,sliceable,0,0,FALSE,,,,,
timer.n.03,slicer,1,0,FALSE,,,,,
timer.n.03,soakable,0,0,FALSE,,,,,
toast.n.01,liquid,0,0,FALSE,,,,,
toast.n.01,heatSource,1,0,FALSE,,,,,
toast.n.01,fireSource,1,0,FALSE,,,,,
toast.n.01,cookable,0,1,TRUE,177,UNKNOWN,"https://www.thespruceeats.com/how-to-toast-bread-in-an-oven-5212708#:~:text=To%20make%20toast%20in%20the,at%20the%20five%2Dminute%20mark.",,
toast.n.01,coldSource,0,0,FALSE,,,,,
toast.n.01,sliceable,0,1,FALSE,,,,,
toast.n.01,slicer,1,0,FALSE,,,,,
toast.n.01,soakable,0,1,FALSE,,,,,
adhesive.n.01,liquid,0,1,FALSE,,,,,
adhesive.n.01,heatSource,0,0,FALSE,,,,,
adhesive.n.01,fireSource,0,0,FALSE,,,,,
adhesive.n.01,cookable,0,0,FALSE,,,,,
adhesive.n.01,coldSource,0,0,FALSE,,,,,
adhesive.n.01,sliceable,0,0,FALSE,,,,,
adhesive.n.01,slicer,0,0,FALSE,,,,,
adhesive.n.01,soakable,0,0,FALSE,,,,,
appliance.n.02,liquid,0,0,FALSE,,,,,
appliance.n.02,heatSource,1,0,FALSE,,,,,
appliance.n.02,fireSource,0,0,FALSE,,,,,
appliance.n.02,cookable,1,0,FALSE,,,,,
appliance.n.02,coldSource,0,0,FALSE,,,,,
appliance.n.02,sliceable,0,0,FALSE,,,,,
appliance.n.02,slicer,1,0,FALSE,,,,,
appliance.n.02,soakable,0,0,FALSE,,,,,
foundation.n.03,liquid,0,0,FALSE,,,,,
foundation.n.03,heatSource,0,0,FALSE,,,,,
foundation.n.03,fireSource,0,0,FALSE,,,,,
foundation.n.03,cookable,0,0,FALSE,,,,,
foundation.n.03,coldSource,0,0,FALSE,,,,,
foundation.n.03,sliceable,0,0,FALSE,,,,,
foundation.n.03,slicer,0,0,FALSE,,,,,
foundation.n.03,soakable,0,0,FALSE,,,,,
cable.n.02,liquid,0,0,FALSE,,,,,
cable.n.02,heatSource,0,0,FALSE,,,,,
cable.n.02,fireSource,0,0,FALSE,,,,,
cable.n.02,cookable,0,0,FALSE,,,,,
cable.n.02,coldSource,0,0,FALSE,,,,,
cable.n.02,sliceable,0,1,FALSE,,,,,
cable.n.02,slicer,1,0,FALSE,,,,,
cable.n.02,soakable,0,0,FALSE,,,,,
cable.n.03,liquid,0,0,FALSE,,,,,
cable.n.03,heatSource,0,0,FALSE,,,,,
cable.n.03,fireSource,0,0,FALSE,,,,,
cable.n.03,cookable,0,0,FALSE,,,,,
cable.n.03,coldSource,0,0,FALSE,,,,,
cable.n.03,sliceable,0,1,FALSE,,,,,
cable.n.03,slicer,1,0,FALSE,,,,,
cable.n.03,soakable,0,0,FALSE,,,,,
card.n.03,liquid,0,0,FALSE,,,,,
card.n.03,heatSource,0,0,FALSE,,,,,
card.n.03,fireSource,0,1,FALSE,,,,,
card.n.03,cookable,0,0,FALSE,,,,,
card.n.03,coldSource,0,0,FALSE,,,,,
card.n.03,sliceable,0,0,FALSE,,,,,
card.n.03,slicer,1,0,FALSE,,,,,
card.n.03,soakable,1,1,FALSE,,,,,
chain.n.01,liquid,0,0,FALSE,,,,,
chain.n.01,heatSource,0,0,FALSE,,,,,
chain.n.01,fireSource,0,0,FALSE,,,,,
chain.n.01,cookable,0,0,FALSE,,,,,
chain.n.01,coldSource,0,0,FALSE,,,,,
chain.n.01,sliceable,0,0,FALSE,,,,,
chain.n.01,slicer,1,0,FALSE,,,,,
chain.n.01,soakable,0,0,FALSE,,,,,
chain.n.05,liquid,0,0,FALSE,,,,,
chain.n.05,heatSource,0,0,FALSE,,,,,
chain.n.05,fireSource,0,0,FALSE,,,,,
chain.n.05,cookable,0,0,FALSE,,,,,
chain.n.05,coldSource,0,0,FALSE,,,,,
chain.n.05,sliceable,0,0,FALSE,,,,,
chain.n.05,slicer,1,0,FALSE,,,,,
chain.n.05,soakable,0,0,FALSE,,,,,
clamp.n.01,liquid,0,0,FALSE,,,,,
clamp.n.01,heatSource,0,0,FALSE,,,,,
clamp.n.01,fireSource,0,0,FALSE,,,,,
clamp.n.01,cookable,0,0,FALSE,,,,,
clamp.n.01,coldSource,0,0,FALSE,,,,,
clamp.n.01,sliceable,0,0,FALSE,,,,,
clamp.n.01,slicer,0,0,FALSE,,,,,
clamp.n.01,soakable,0,0,FALSE,,,,,
concrete.n.01,liquid,0,0,FALSE,,,,,
concrete.n.01,heatSource,0,0,FALSE,,,,,
concrete.n.01,fireSource,0,0,FALSE,,,,,
concrete.n.01,cookable,0,0,FALSE,,,,,
concrete.n.01,coldSource,0,0,FALSE,,,,,
concrete.n.01,sliceable,0,0,FALSE,,,,,
concrete.n.01,slicer,0,0,FALSE,,,,,
concrete.n.01,soakable,0,0,FALSE,,,,,
dairy.n.01,liquid,0,0,FALSE,,,,,
dairy.n.01,heatSource,0,0,FALSE,,,,,
dairy.n.01,fireSource,0,0,FALSE,,,,,
dairy.n.01,cookable,0,1,TRUE,TOO GENERAL,UNKNOWN,,,
dairy.n.01,coldSource,0,0,FALSE,,,,,
dairy.n.01,sliceable,0,0,FALSE,,,,,
dairy.n.01,slicer,0,0,FALSE,,,,,
dairy.n.01,soakable,0,0,FALSE,,,,,
duck.n.03,liquid,0,0,FALSE,,,,,
duck.n.03,heatSource,0,0,FALSE,,,,,
duck.n.03,fireSource,1,0,FALSE,,,,,
duck.n.03,cookable,0,1,TRUE,74,UNKNOWN,https://www.fsis.usda.gov/food-safety/safe-food-handling-and-preparation/food-safety-basics/safe-temperature-chart,,
duck.n.03,coldSource,0,0,FALSE,,,,,
duck.n.03,sliceable,0,1,FALSE,,,,,
duck.n.03,slicer,0,0,FALSE,,,,,
duck.n.03,soakable,0,0,FALSE,,,,,
electronics.n.01,liquid,0,0,FALSE,,,,,
