synset,property,gpt3_answer,human_review,require_coldsource_temperature,value(C),source,comment,requires_toggled_on,requires_closed,requires_inside
painting.n.01,coldSource,0,0,FALSE,,,,,,
painting.n.01,sliceable,0,0,FALSE,,,,,,
painting.n.01,slicer,0,0,FALSE,,,,,,
painting.n.01,soakable,0,1,FALSE,,,,,,
powder.n.03,liquid,0,0,FALSE,,,,,,
powder.n.03,heatSource,0,0,FALSE,,,,,,
powder.n.03,fireSource,0,0,FALSE,,,,,,
powder.n.03,cookable,0,0,FALSE,,,,,,
powder.n.03,coldSource,0,0,FALSE,,,,,,
powder.n.03,sliceable,0,0,FALSE,,,,,,
powder.n.03,slicer,0,0,FALSE,,,,,,
powder.n.03,soakable,0,0,FALSE,,,,,,
rake.n.03,liquid,0,0,FALSE,,,,,,
rake.n.03,heatSource,0,0,FALSE,,,,,,
rake.n.03,fireSource,0,0,FALSE,,,,,,
rake.n.03,cookable,0,0,FALSE,,,,,,
rake.n.03,coldSource,0,0,FALSE,,,,,,
rake.n.03,sliceable,0,0,FALSE,,,,,,
rake.n.03,slicer,1,1,FALSE,,,,,,
rake.n.03,soakable,0,0,FALSE,,,,,,
scarf.n.01,liquid,0,0,FALSE,,,,,,
scarf.n.01,heatSource,0,0,FALSE,,,,,,
scarf.n.01,fireSource,0,0,FALSE,,,,,,
scarf.n.01,cookable,0,0,FALSE,,,,,,
scarf.n.01,coldSource,0,0,FALSE,,,,,,
scarf.n.01,sliceable,0,0,FALSE,,,,,,
scarf.n.01,slicer,1,0,FALSE,,,,,,
scarf.n.01,soakable,1,1,FALSE,,,,,,
scraper.n.01,liquid,0,0,FALSE,,,,,,
scraper.n.01,heatSource,0,0,FALSE,,,,,,
scraper.n.01,fireSource,0,0,FALSE,,,,,,
scraper.n.01,cookable,0,0,FALSE,,,,,,
scraper.n.01,coldSource,0,0,FALSE,,,,,,
scraper.n.01,sliceable,0,0,FALSE,,,,,,
scraper.n.01,slicer,0,0,FALSE,,,,,,
scraper.n.01,soakable,0,0,FALSE,,,,,,
ladder.n.01,liquid,0,0,FALSE,,,,,,
ladder.n.01,heatSource,0,0,FALSE,,,,,,
ladder.n.01,fireSource,0,0,FALSE,,,,,,
ladder.n.01,cookable,0,0,FALSE,,,,,,
ladder.n.01,coldSource,0,0,FALSE,,,,,,
ladder.n.01,sliceable,0,0,FALSE,,,,,,
ladder.n.01,slicer,1,0,FALSE,,,,,,
ladder.n.01,soakable,1,0,FALSE,,,,,,
toothbrush.n.01,liquid,0,0,FALSE,,,,,,
toothbrush.n.01,heatSource,0,0,FALSE,,,,,,
toothbrush.n.01,fireSource,0,0,FALSE,,,,,,
toothbrush.n.01,cookable,0,0,FALSE,,,,,,
toothbrush.n.01,coldSource,0,0,FALSE,,,,,,
toothbrush.n.01,sliceable,0,0,FALSE,,,,,,
toothbrush.n.01,slicer,1,0,FALSE,,,,,,
toothbrush.n.01,soakable,0,0,FALSE,,,,,,
beef.n.02,liquid,0,0,FALSE,,,,,,
beef.n.02,heatSource,0,0,FALSE,,,,,,
beef.n.02,fireSource,1,0,FALSE,,,,,,
beef.n.02,cookable,0,1,FALSE,,,,,,
beef.n.02,coldSource,0,0,FALSE,,,,,,
beef.n.02,sliceable,0,1,FALSE,,,,,,
beef.n.02,slicer,0,0,FALSE,,,,,,
beef.n.02,soakable,0,0,FALSE,,,,,,
perfume.n.02,liquid,0,1,FALSE,,,,,,
perfume.n.02,heatSource,0,0,FALSE,,,,,,
perfume.n.02,fireSource,0,0,FALSE,,,,,,
perfume.n.02,cookable,0,0,FALSE,,,,,,
perfume.n.02,coldSource,0,0,FALSE,,,,,,
perfume.n.02,sliceable,0,0,FALSE,,,,,,
perfume.n.02,slicer,1,0,FALSE,,,,,,
perfume.n.02,soakable,0,0,FALSE,,,,,,
pork.n.01,liquid,0,0,FALSE,,,,,,
pork.n.01,heatSource,0,0,FALSE,,,,,,
pork.n.01,fireSource,1,0,FALSE,,,,,,
pork.n.01,cookable,0,1,FALSE,,,,,,
pork.n.01,coldSource,0,0,FALSE,,,,,,
pork.n.01,sliceable,0,1,FALSE,,,,,,
pork.n.01,slicer,0,0,FALSE,,,,,,
pork.n.01,soakable,0,0,FALSE,,,,,,
rib.n.03,liquid,0,0,FALSE,,,,,,
rib.n.03,heatSource,0,0,FALSE,,,,,,
rib.n.03,fireSource,1,0,FALSE,,,,,,
rib.n.03,cookable,0,1,FALSE,,,,,,
rib.n.03,coldSource,0,0,FALSE,,,,,,
rib.n.03,sliceable,0,1,FALSE,,,,,,
rib.n.03,slicer,0,0,FALSE,,,,,,
rib.n.03,soakable,0,0,FALSE,,,,,,
steak.n.01,liquid,0,0,FALSE,,,,,,
steak.n.01,heatSource,0,0,FALSE,,,,,,
steak.n.01,fireSource,1,0,FALSE,,,,,,
steak.n.01,cookable,0,1,FALSE,,,,,,
steak.n.01,coldSource,0,0,FALSE,,,,,,
steak.n.01,sliceable,0,1,FALSE,,,,,,
steak.n.01,slicer,0,0,FALSE,,,,,,
steak.n.01,soakable,0,0,FALSE,,,,,,
sugar.n.01,liquid,0,0,FALSE,,,,,,
sugar.n.01,heatSource,0,0,FALSE,,,,,,
sugar.n.01,fireSource,0,0,FALSE,,,,,,
sugar.n.01,cookable,0,1,FALSE,,,,,,
sugar.n.01,coldSource,0,0,FALSE,,,,,,
sugar.n.01,sliceable,0,0,FALSE,,,,,,
sugar.n.01,slicer,0,0,FALSE,,,,,,
sugar.n.01,soakable,0,0,FALSE,,,,,,
crab.n.05,liquid,0,0,FALSE,,,,,,
crab.n.05,heatSource,0,0,FALSE,,,,,,
crab.n.05,fireSource,1,0,FALSE,,,,,,
crab.n.05,cookable,0,1,FALSE,,,,,,
crab.n.05,coldSource,0,0,FALSE,,,,,,
crab.n.05,sliceable,0,1,FALSE,,,,,,
crab.n.05,slicer,0,0,FALSE,,,,,,
crab.n.05,soakable,0,0,FALSE,,,,,,
fillet.n.02,liquid,0,0,FALSE,,,,,,
fillet.n.02,heatSource,0,0,FALSE,,,,,,
fillet.n.02,fireSource,1,0,FALSE,,,,,,
fillet.n.02,cookable,0,1,FALSE,,,,,,
fillet.n.02,coldSource,0,0,FALSE,,,,,,
fillet.n.02,sliceable,0,1,FALSE,,,,,,
fillet.n.02,slicer,0,0,FALSE,,,,,,
fillet.n.02,soakable,0,0,FALSE,,,,,,
fish.n.02,liquid,0,0,FALSE,,,,,,
fish.n.02,heatSource,0,0,FALSE,,,,,,
fish.n.02,fireSource,1,0,FALSE,,,,,,
fish.n.02,cookable,0,1,FALSE,,,,,,
fish.n.02,coldSource,0,0,FALSE,,,,,,
fish.n.02,sliceable,0,1,FALSE,,,,,,
fish.n.02,slicer,0,0,FALSE,,,,,,
fish.n.02,soakable,0,0,FALSE,,,,,,
magazine.n.02,liquid,0,0,FALSE,,,,,,
magazine.n.02,heatSource,0,0,FALSE,,,,,,
magazine.n.02,fireSource,0,0,FALSE,,,,,,
magazine.n.02,cookable,0,0,FALSE,,,,,,
magazine.n.02,coldSource,0,0,FALSE,,,,,,
magazine.n.02,sliceable,0,0,FALSE,,,,,,
magazine.n.02,slicer,0,0,FALSE,,,,,,
magazine.n.02,soakable,0,1,FALSE,,,,,,
newspaper.n.03,liquid,0,0,FALSE,,,,,,
newspaper.n.03,heatSource,0,0,FALSE,,,,,,
newspaper.n.03,fireSource,0,0,FALSE,,,,,,
newspaper.n.03,cookable,0,0,FALSE,,,,,,
newspaper.n.03,coldSource,0,0,FALSE,,,,,,
newspaper.n.03,sliceable,0,0,FALSE,,,,,,
newspaper.n.03,slicer,0,0,FALSE,,,,,,
newspaper.n.03,soakable,1,1,FALSE,,,,,,
pool.n.01,liquid,1,0,FALSE,,,,,,
pool.n.01,heatSource,0,0,FALSE,,,,,,
pool.n.01,fireSource,0,0,FALSE,,,,,,
pool.n.01,cookable,0,0,FALSE,,,,,,
pool.n.01,coldSource,0,0,FALSE,,,,,,
pool.n.01,sliceable,0,0,FALSE,,,,,,
pool.n.01,slicer,0,0,FALSE,,,,,,
pool.n.01,soakable,0,0,FALSE,,,,,,
tart.n.02,liquid,0,0,FALSE,,,,,,
tart.n.02,heatSource,0,0,FALSE,,,,,,
tart.n.02,fireSource,0,0,FALSE,,,,,,
tart.n.02,cookable,0,1,FALSE,,,,,,
tart.n.02,coldSource,1,0,FALSE,,,,,,
tart.n.02,sliceable,0,1,FALSE,,,,,,
tart.n.02,slicer,0,0,FALSE,,,,,,
tart.n.02,soakable,0,0,FALSE,,,,,,
muffin.n.01,liquid,0,0,FALSE,,,,,,
muffin.n.01,heatSource,0,0,FALSE,,,,,,
muffin.n.01,fireSource,1,0,FALSE,,,,,,
muffin.n.01,cookable,0,1,FALSE,,,,,,
muffin.n.01,coldSource,0,0,FALSE,,,,,,
muffin.n.01,sliceable,0,1,FALSE,,,,,,
muffin.n.01,slicer,0,0,FALSE,,,,,,
muffin.n.01,soakable,0,0,FALSE,,,,,,
ice_cube.n.01,liquid,0,0,FALSE,,,,,,
ice_cube.n.01,heatSource,0,0,FALSE,,,,,,
ice_cube.n.01,fireSource,0,0,FALSE,,,,,,
ice_cube.n.01,cookable,1,0,FALSE,,,,,,
ice_cube.n.01,coldSource,0,1,TRUE,0,,,0,0,0
ice_cube.n.01,sliceable,0,0,FALSE,,,,,,
ice_cube.n.01,slicer,1,1,FALSE,,,,,,
ice_cube.n.01,soakable,0,0,FALSE,,,,,,
cinnamon.n.03,liquid,0,0,FALSE,,,,,,
cinnamon.n.03,heatSource,0,0,FALSE,,,,,,
cinnamon.n.03,fireSource,0,0,FALSE,,,,,,
cinnamon.n.03,cookable,0,1,FALSE,,,,,,
cinnamon.n.03,coldSource,0,0,FALSE,,,,,,
cinnamon.n.03,sliceable,0,0,FALSE,,,,,,
cinnamon.n.03,slicer,1,0,FALSE,,,,,,
cinnamon.n.03,soakable,0,0,FALSE,,,,,,
lime.n.06,liquid,0,0,FALSE,,,,,,
lime.n.06,heatSource,0,0,FALSE,,,,,,
lime.n.06,fireSource,0,0,FALSE,,,,,,
lime.n.06,cookable,0,1,FALSE,,,,,,
lime.n.06,coldSource,0,0,FALSE,,,,,,
lime.n.06,sliceable,0,1,FALSE,,,,,,
lime.n.06,slicer,0,0,FALSE,,,,,,
lime.n.06,soakable,0,0,FALSE,,,,,,
ginger.n.02,liquid,0,0,FALSE,,,,,,
ginger.n.02,heatSource,0,0,FALSE,,,,,,
ginger.n.02,fireSource,1,0,FALSE,,,,,,
ginger.n.02,cookable,0,1,FALSE,,,,,,
ginger.n.02,coldSource,0,0,FALSE,,,,,,
ginger.n.02,sliceable,0,1,FALSE,,,,,,
ginger.n.02,slicer,0,0,FALSE,,,,,,
ginger.n.02,soakable,0,0,FALSE,,,,,,
cereal.n.03,liquid,0,0,FALSE,,,,,,
cereal.n.03,heatSource,0,0,FALSE,,,,,,
cereal.n.03,fireSource,1,0,FALSE,,,,,,
cereal.n.03,cookable,0,0,FALSE,,,,,,
cereal.n.03,coldSource,0,0,FALSE,,,,,,
cereal.n.03,sliceable,0,0,FALSE,,,,,,
cereal.n.03,slicer,0,0,FALSE,,,,,,
cereal.n.03,soakable,0,0,FALSE,,,,,,
cheese.n.01,liquid,0,0,FALSE,,,,,,
cheese.n.01,heatSource,0,0,FALSE,,,,,,
cheese.n.01,fireSource,1,0,FALSE,,,,,,
cheese.n.01,cookable,0,1,FALSE,,,,,,
cheese.n.01,coldSource,0,0,FALSE,,,,,,
cheese.n.01,sliceable,0,1,FALSE,,,,,,
cheese.n.01,slicer,1,0,FALSE,,,,,,
cheese.n.01,soakable,0,0,FALSE,,,,,,
milk.n.01,liquid,1,1,FALSE,,,,,,
milk.n.01,heatSource,0,0,FALSE,,,,,,
milk.n.01,fireSource,0,0,FALSE,,,,,,
milk.n.01,cookable,0,1,FALSE,,,,,,
milk.n.01,coldSource,1,0,FALSE,,,,,,
milk.n.01,sliceable,0,0,FALSE,,,,,,
milk.n.01,slicer,0,0,FALSE,,,,,,
milk.n.01,soakable,0,0,FALSE,,,,,,
pasta.n.02,liquid,0,0,FALSE,,,,,,
pasta.n.02,heatSource,0,0,FALSE,,,,,,
pasta.n.02,fireSource,1,0,FALSE,,,,,,
pasta.n.02,cookable,0,1,FALSE,,,,,,
pasta.n.02,coldSource,0,0,FALSE,,,,,,
pasta.n.02,sliceable,0,0,FALSE,,,,,,
pasta.n.02,slicer,1,0,FALSE,,,,,,
pasta.n.02,soakable,1,0,FALSE,,,,,,
almond.n.02,liquid,0,0,FALSE,,,,,,
almond.n.02,heatSource,0,0,FALSE,,,,,,
almond.n.02,fireSource,0,0,FALSE,,,,,,
almond.n.02,cookable,0,1,FALSE,,,,,,
almond.n.02,coldSource,0,0,FALSE,,,,,,
almond.n.02,sliceable,0,0,FALSE,,,,,,
almond.n.02,slicer,0,0,FALSE,,,,,,
almond.n.02,soakable,0,0,FALSE,,,,,,
grill.n.02,liquid,0,0,FALSE,,,,,,
grill.n.02,heatSource,0,0,FALSE,,,,,,
grill.n.02,fireSource,0,0,FALSE,,,,,,
grill.n.02,cookable,0,0,FALSE,,,,,,
grill.n.02,coldSource,0,0,FALSE,,,,,,
grill.n.02,sliceable,0,0,FALSE,,,,,,
grill.n.02,slicer,1,0,FALSE,,,,,,
grill.n.02,soakable,0,0,FALSE,,,,,,
hose.n.03,liquid,1,0,FALSE,,,,,,
hose.n.03,heatSource,0,0,FALSE,,,,,,
hose.n.03,fireSource,0,0,FALSE,,,,,,
hose.n.03,cookable,0,0,FALSE,,,,,,
hose.n.03,coldSource,1,0,FALSE,,,,,,
hose.n.03,sliceable,0,0,FALSE,,,,,,
hose.n.03,slicer,1,0,FALSE,,,,,,
hose.n.03,soakable,0,0,FALSE,,,,,,
jam.n.01,liquid,0,1,FALSE,,,,,,
jam.n.01,heatSource,0,0,FALSE,,,,,,
jam.n.01,fireSource,1,0,FALSE,,,,,,
jam.n.01,cookable,0,1,FALSE,,,,,,
jam.n.01,coldSource,0,0,FALSE,,,,,,
jam.n.01,sliceable,0,0,FALSE,,,,,,
jam.n.01,slicer,1,0,FALSE,,,,,,
jam.n.01,soakable,0,0,FALSE,,,,,,
puree.n.01,liquid,1,1,FALSE,,,,,,
puree.n.01,heatSource,0,0,FALSE,,,,,,
puree.n.01,fireSource,1,0,FALSE,,,,,,
puree.n.01,cookable,0,1,FALSE,,,,,,
puree.n.01,coldSource,1,0,FALSE,,,,,,
puree.n.01,sliceable,0,0,FALSE,,,,,,
puree.n.01,slicer,0,0,FALSE,,,,,,
puree.n.01,soakable,0,0,FALSE,,,,,,
bagel.n.01,liquid,0,0,FALSE,,,,,,
bagel.n.01,heatSource,0,0,FALSE,,,,,,
bagel.n.01,fireSource,1,0,FALSE,,,,,,
bagel.n.01,cookable,0,1,FALSE,,,,,,
bagel.n.01,coldSource,1,0,FALSE,,,,,,
bagel.n.01,sliceable,0,1,FALSE,,,,,,
bagel.n.01,slicer,1,0,FALSE,,,,,,
bagel.n.01,soakable,0,0,FALSE,,,,,,
baguet.n.01,liquid,0,0,FALSE,,,,,,
baguet.n.01,heatSource,0,0,FALSE,,,,,,
baguet.n.01,fireSource,0,0,FALSE,,,,,,
baguet.n.01,cookable,0,1,FALSE,,,,,,
baguet.n.01,coldSource,0,0,FALSE,,,,,,
baguet.n.01,sliceable,0,1,FALSE,,,,,,
baguet.n.01,slicer,0,0,FALSE,,,,,,
baguet.n.01,soakable,0,0,FALSE,,,,,,
basil.n.03,liquid,0,0,FALSE,,,,,,
basil.n.03,heatSource,0,0,FALSE,,,,,,
basil.n.03,fireSource,1,0,FALSE,,,,,,
basil.n.03,cookable,0,1,FALSE,,,,,,
basil.n.03,coldSource,0,0,FALSE,,,,,,
basil.n.03,sliceable,0,0,FALSE,,,,,,
basil.n.03,slicer,0,0,FALSE,,,,,,
basil.n.03,soakable,0,0,FALSE,,,,,,
celery.n.02,liquid,0,0,FALSE,,,,,,
celery.n.02,heatSource,0,0,FALSE,,,,,,
celery.n.02,fireSource,1,0,FALSE,,,,,,
celery.n.02,cookable,0,1,FALSE,,,,,,
celery.n.02,coldSource,0,0,FALSE,,,,,,
celery.n.02,sliceable,0,1,FALSE,,,,,,
celery.n.02,slicer,0,0,FALSE,,,,,,
celery.n.02,soakable,0,0,FALSE,,,,,,
cupcake.n.01,liquid,0,0,FALSE,,,,,,
cupcake.n.01,heatSource,0,0,FALSE,,,,,,
cupcake.n.01,fireSource,1,0,FALSE,,,,,,
cupcake.n.01,cookable,0,0,FALSE,,,,,,
cupcake.n.01,coldSource,0,0,FALSE,,,,,,
cupcake.n.01,sliceable,0,1,FALSE,,,,,,
cupcake.n.01,slicer,1,0,FALSE,,,,,,
cupcake.n.01,soakable,0,0,FALSE,,,,,,
green_onion.n.01,liquid,0,0,FALSE,,,,,,
green_onion.n.01,heatSource,0,0,FALSE,,,,,,
green_onion.n.01,fireSource,0,0,FALSE,,,,,,
green_onion.n.01,cookable,0,1,FALSE,,,,,,
green_onion.n.01,coldSource,0,0,FALSE,,,,,,
green_onion.n.01,sliceable,0,1,FALSE,,,,,,
green_onion.n.01,slicer,0,0,FALSE,,,,,,
green_onion.n.01,soakable,0,0,FALSE,,,,,,
guacamole.n.01,liquid,0,0,FALSE,,,,,,
guacamole.n.01,heatSource,0,0,FALSE,,,,,,
guacamole.n.01,fireSource,0,0,FALSE,,,,,,
guacamole.n.01,cookable,0,1,FALSE,,,,,,
guacamole.n.01,coldSource,0,0,FALSE,,,,,,
guacamole.n.01,sliceable,0,0,FALSE,,,,,,
guacamole.n.01,slicer,0,0,FALSE,,,,,,
guacamole.n.01,soakable,0,0,FALSE,,,,,,
lasagna.n.01,liquid,0,0,FALSE,,,,,,
lasagna.n.01,heatSource,0,0,FALSE,,,,,,
lasagna.n.01,fireSource,1,0,FALSE,,,,,,
lasagna.n.01,cookable,0,1,FALSE,,,,,,
lasagna.n.01,coldSource,1,0,FALSE,,,,,,
lasagna.n.01,sliceable,0,0,FALSE,,,,,,
lasagna.n.01,slicer,0,0,FALSE,,,,,,
lasagna.n.01,soakable,0,0,FALSE,,,,,,
mayonnaise.n.01,liquid,1,1,FALSE,,,,,,
mayonnaise.n.01,heatSource,0,0,FALSE,,,,,,
mayonnaise.n.01,fireSource,0,0,FALSE,,,,,,
mayonnaise.n.01,cookable,0,1,FALSE,,,,,,
mayonnaise.n.01,coldSource,1,0,FALSE,,,,,,
mayonnaise.n.01,sliceable,0,0,FALSE,,,,,,
mayonnaise.n.01,slicer,0,0,FALSE,,,,,,
mayonnaise.n.01,soakable,0,0,FALSE,,,,,,
mousetrap.n.01,liquid,0,0,FALSE,,,,,,
mousetrap.n.01,heatSource,0,0,FALSE,,,,,,
mousetrap.n.01,fireSource,0,0,FALSE,,,,,,
mousetrap.n.01,cookable,0,0,FALSE,,,,,,
mousetrap.n.01,coldSource,0,0,FALSE,,,,,,
mousetrap.n.01,sliceable,0,0,FALSE,,,,,,
mousetrap.n.01,slicer,1,0,FALSE,,,,,,
mousetrap.n.01,soakable,0,0,FALSE,,,,,,
pretzel.n.01,liquid,0,0,FALSE,,,,,,
pretzel.n.01,heatSource,0,0,FALSE,,,,,,
pretzel.n.01,fireSource,0,0,FALSE,,,,,,
pretzel.n.01,cookable,0,0,FALSE,,,,,,
pretzel.n.01,coldSource,0,0,FALSE,,,,,,
pretzel.n.01,sliceable,0,1,FALSE,,,,,,
pretzel.n.01,slicer,1,0,FALSE,,,,,,
pretzel.n.01,soakable,0,0,FALSE,,,,,,
prosciutto.n.01,liquid,0,0,FALSE,,,,,,
prosciutto.n.01,heatSource,0,0,FALSE,,,,,,
prosciutto.n.01,fireSource,0,0,FALSE,,,,,,
prosciutto.n.01,cookable,0,1,FALSE,,,,,,
prosciutto.n.01,coldSource,0,0,FALSE,,,,,,
prosciutto.n.01,sliceable,0,1,FALSE,,,,,,
prosciutto.n.01,slicer,1,0,FALSE,,,,,,
prosciutto.n.01,soakable,0,0,FALSE,,,,,,
razor.n.01,liquid,0,0,FALSE,,,,,,
razor.n.01,heatSource,0,0,FALSE,,,,,,
razor.n.01,fireSource,0,0,FALSE,,,,,,
razor.n.01,cookable,0,0,FALSE,,,,,,
razor.n.01,coldSource,0,0,FALSE,,,,,,
razor.n.01,sliceable,0,0,FALSE,,,,,,
razor.n.01,slicer,1,1,FALSE,,,,,,
razor.n.01,soakable,0,0,FALSE,,,,,,
sunscreen.n.01,liquid,0,1,FALSE,,,,,,
sunscreen.n.01,heatSource,0,0,FALSE,,,,,,
sunscreen.n.01,fireSource,0,0,FALSE,,,,,,
sunscreen.n.01,cookable,0,0,FALSE,,,,,,
sunscreen.n.01,coldSource,0,0,FALSE,,,,,,
sunscreen.n.01,sliceable,0,0,FALSE,,,,,,
sunscreen.n.01,slicer,0,0,FALSE,,,,,,
sunscreen.n.01,soakable,0,0,FALSE,,,,,,
tinsel.n.02,liquid,0,0,FALSE,,,,,,
tinsel.n.02,heatSource,0,0,FALSE,,,,,,
tinsel.n.02,fireSource,0,0,FALSE,,,,,,
tinsel.n.02,cookable,0,0,FALSE,,,,,,
tinsel.n.02,coldSource,0,0,FALSE,,,,,,
tinsel.n.02,sliceable,0,0,FALSE,,,,,,
tinsel.n.02,slicer,0,0,FALSE,,,,,,
tinsel.n.02,soakable,0,0,FALSE,,,,,,
christmas_tree.n.05,liquid,0,0,FALSE,,,,,,
christmas_tree.n.05,heatSource,0,0,FALSE,,,,,,
christmas_tree.n.05,fireSource,0,1,FALSE,,,,,,
christmas_tree.n.05,cookable,0,0,FALSE,,,,,,
christmas_tree.n.05,coldSource,0,0,FALSE,,,,,,
christmas_tree.n.05,sliceable,0,0,FALSE,,,,,,
christmas_tree.n.05,slicer,0,0,FALSE,,,,,,
christmas_tree.n.05,soakable,0,0,FALSE,,,,,,
vinegar.n.01,liquid,1,1,FALSE,,,,,,
vinegar.n.01,heatSource,0,0,FALSE,,,,,,
vinegar.n.01,fireSource,0,0,FALSE,,,,,,
vinegar.n.01,cookable,0,1,FALSE,,,,,,
vinegar.n.01,coldSource,0,0,FALSE,,,,,,
vinegar.n.01,sliceable,0,0,FALSE,,,,,,
vinegar.n.01,slicer,0,0,FALSE,,,,,,
vinegar.n.01,soakable,0,0,FALSE,,,,,,
alarm.n.02,liquid,0,0,FALSE,,,,,,
alarm.n.02,heatSource,0,0,FALSE,,,,,,
alarm.n.02,fireSource,0,0,FALSE,,,,,,
alarm.n.02,cookable,0,0,FALSE,,,,,,
alarm.n.02,coldSource,0,0,FALSE,,,,,,
alarm.n.02,sliceable,0,0,FALSE,,,,,,
alarm.n.02,slicer,1,0,FALSE,,,,,,
alarm.n.02,soakable,0,0,FALSE,,,,,,
cologne.n.02,liquid,1,1,FALSE,,,,,,
cologne.n.02,heatSource,0,0,FALSE,,,,,,
cologne.n.02,fireSource,0,0,FALSE,,,,,,
cologne.n.02,cookable,0,0,FALSE,,,,,,
cologne.n.02,coldSource,1,0,FALSE,,,,,,
cologne.n.02,sliceable,0,0,FALSE,,,,,,
cologne.n.02,slicer,1,0,FALSE,,,,,,
cologne.n.02,soakable,0,0,FALSE,,,,,,
comb.n.01,liquid,0,0,FALSE,,,,,,
comb.n.01,heatSource,0,0,FALSE,,,,,,
comb.n.01,fireSource,0,0,FALSE,,,,,,
comb.n.01,cookable,0,0,FALSE,,,,,,
comb.n.01,coldSource,0,0,FALSE,,,,,,
comb.n.01,sliceable,0,0,FALSE,,,,,,
comb.n.01,slicer,1,0,FALSE,,,,,,
comb.n.01,soakable,0,0,FALSE,,,,,,
dental_floss.n.01,liquid,0,0,FALSE,,,,,,
dental_floss.n.01,heatSource,0,0,FALSE,,,,,,
dental_floss.n.01,fireSource,0,0,FALSE,,,,,,
dental_floss.n.01,cookable,0,0,FALSE,,,,,,
dental_floss.n.01,coldSource,0,0,FALSE,,,,,,
dental_floss.n.01,sliceable,0,0,FALSE,,,,,,
dental_floss.n.01,slicer,1,1,FALSE,,,,,,
dental_floss.n.01,soakable,1,0,FALSE,,,,,,
document.n.01,liquid,0,0,FALSE,,,,,,
document.n.01,heatSource,0,0,FALSE,,,,,,
document.n.01,fireSource,0,0,FALSE,,,,,,
document.n.01,cookable,0,0,FALSE,,,,,,
document.n.01,coldSource,1,0,FALSE,,,,,,
document.n.01,sliceable,0,0,FALSE,,,,,,
document.n.01,slicer,1,0,FALSE,,,,,,
document.n.01,soakable,1,1,FALSE,,,,,,
duffel_bag.n.01,liquid,0,0,FALSE,,,,,,
duffel_bag.n.01,heatSource,0,0,FALSE,,,,,,
duffel_bag.n.01,fireSource,0,0,FALSE,,,,,,
duffel_bag.n.01,cookable,0,0,FALSE,,,,,,
duffel_bag.n.01,coldSource,0,0,FALSE,,,,,,
duffel_bag.n.01,sliceable,0,0,FALSE,,,,,,
duffel_bag.n.01,slicer,0,0,FALSE,,,,,,
duffel_bag.n.01,soakable,0,1,FALSE,,,,,,
facsimile.n.02,liquid,0,0,FALSE,,,,,,
facsimile.n.02,heatSource,0,0,FALSE,,,,,,
facsimile.n.02,fireSource,0,0,FALSE,,,,,,
facsimile.n.02,cookable,0,0,FALSE,,,,,,
facsimile.n.02,coldSource,0,0,FALSE,,,,,,
facsimile.n.02,sliceable,0,0,FALSE,,,,,,
facsimile.n.02,slicer,1,0,FALSE,,,,,,
facsimile.n.02,soakable,0,1,FALSE,,,,,,
gingerbread.n.01,liquid,0,0,FALSE,,,,,,
gingerbread.n.01,heatSource,0,0,FALSE,,,,,,
gingerbread.n.01,fireSource,1,0,FALSE,,,,,,
gingerbread.n.01,cookable,0,1,FALSE,,,,,,
gingerbread.n.01,coldSource,1,0,FALSE,,,,,,
gingerbread.n.01,sliceable,0,1,FALSE,,,,,,
gingerbread.n.01,slicer,1,0,FALSE,,,,,,
gingerbread.n.01,soakable,0,1,FALSE,,,,,,
lipstick.n.01,liquid,0,0,FALSE,,,,,,
lipstick.n.01,heatSource,0,0,FALSE,,,,,,
lipstick.n.01,fireSource,0,0,FALSE,,,,,,
lipstick.n.01,cookable,0,0,FALSE,,,,,,
lipstick.n.01,coldSource,1,0,FALSE,,,,,,
lipstick.n.01,sliceable,0,1,FALSE,,,,,,
lipstick.n.01,slicer,0,0,FALSE,,,,,,
lipstick.n.01,soakable,0,0,FALSE,,,,,,
lollipop.n.02,liquid,0,0,FALSE,,,,,,
lollipop.n.02,heatSource,0,0,FALSE,,,,,,
lollipop.n.02,fireSource,0,0,FALSE,,,,,,
lollipop.n.02,cookable,0,0,FALSE,,,,,,
lollipop.n.02,coldSource,0,0,FALSE,,,,,,
lollipop.n.02,sliceable,0,0,FALSE,,,,,,
lollipop.n.02,slicer,1,0,FALSE,,,,,,
lollipop.n.02,soakable,0,0,FALSE,,,,,,
modem.n.01,liquid,0,0,FALSE,,,,,,
modem.n.01,heatSource,0,0,FALSE,,,,,,
modem.n.01,fireSource,0,0,FALSE,,,,,,
modem.n.01,cookable,0,0,FALSE,,,,,,
modem.n.01,coldSource,0,0,FALSE,,,,,,
modem.n.01,sliceable,0,0,FALSE,,,,,,
modem.n.01,slicer,1,0,FALSE,,,,,,
modem.n.01,soakable,0,0,FALSE,,,,,,
printer.n.03,liquid,0,0,FALSE,,,,,,
printer.n.03,heatSource,0,0,FALSE,,,,,,
printer.n.03,fireSource,0,0,FALSE,,,,,,
printer.n.03,cookable,0,0,FALSE,,,,,,
printer.n.03,coldSource,0,0,FALSE,,,,,,
printer.n.03,sliceable,0,0,FALSE,,,,,,
printer.n.03,slicer,1,0,FALSE,,,,,,
printer.n.03,soakable,0,0,FALSE,,,,,,
saw.n.02,liquid,0,0,FALSE,,,,,,
saw.n.02,heatSource,0,0,FALSE,,,,,,
saw.n.02,fireSource,0,0,FALSE,,,,,,
